ID,Name,eventFlagId,distViewEventFlagId,iconId,bgmPlaceType,isAreaIcon,isOverrideDistViewMarkPos,isEnableNoText,areaNo,gridXNo,gridZNo,clearedEventFlagId,dispMask00,dispMask01,distViewIconId,angle,posX,posY,posZ,textId1,textEnableFlagId1,textDisableFlagId1,textId2,textEnableFlagId2,textDisableFlagId2,textId3,textId4,textId5,textId6,textId7,textId8,textType1,textType2,textType3,textType4,selectMinZoomStep,dispMinZoomStep,entryFEType
96205,,78294,0,85,999,0,0,1,60,39,42,0,1,0,0,0.0,79.88999938964844,275.2799987792969,19.829999923706055,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
96300,,78390,0,84,999,0,0,1,60,36,51,0,1,0,0,139.89999389648438,-17.809999465942383,672.530029296875,72.47000122070312,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
96301,,78390,0,85,999,0,0,1,60,36,51,0,1,0,0,0.0,-17.809999465942383,672.530029296875,72.47000122070312,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
96302,,78392,0,84,999,0,0,1,60,38,52,0,1,0,0,132.0,45.83000183105469,800.1500244140625,-35.95000076293945,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
96303,,78392,0,85,999,0,0,1,60,38,52,0,1,0,0,0.0,45.83000183105469,800.1500244140625,-35.95000076293945,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
96304,,78394,0,84,999,0,0,1,60,45,52,0,1,0,0,-61.65700149536133,99.16999816894531,1025.449951171875,24.709999084472656,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
96305,,78394,0,85,999,0,0,1,60,45,52,0,1,0,0,0.0,99.16999816894531,1025.449951171875,24.709999084472656,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
96400,,78490,0,84,999,0,0,1,60,47,40,0,1,0,0,-107.41600036621094,-84.08000183105469,166.4600067138672,80.12000274658203,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
96401,,78490,0,85,999,0,0,1,60,47,40,0,1,0,0,0.0,-84.08000183105469,166.4600067138672,80.12000274658203,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
96402,,78492,0,84,999,0,0,1,60,49,36,0,1,0,0,125.99700164794922,-25.399999618530273,56.72999954223633,-7.78000020980835,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
96403,,78492,0,85,999,0,0,1,60,49,36,0,1,0,0,0.0,-25.399999618530273,56.72999954223633,-7.78000020980835,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
96404,,78494,0,84,999,0,0,1,60,51,39,0,1,0,0,-134.51100158691406,-110.30999755859375,165.1699981689453,-64.79000091552734,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
96405,,78494,0,85,999,0,0,1,60,51,39,0,1,0,0,0.0,-110.30999755859375,165.1699981689453,-64.79000091552734,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
96502,,78592,0,84,999,0,0,1,60,50,53,0,1,0,0,-158.55999755859375,-5.429999828338623,1576.1800537109375,-42.599998474121094,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
96503,,78592,0,85,999,0,0,1,60,50,53,0,1,0,0,0.0,-5.429999828338623,1576.1800537109375,-42.599998474121094,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
96510,,78594,0,84,999,0,0,1,60,49,55,0,1,0,0,-69.0,12.579999923706055,1314.6600341796875,-47.040000915527344,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
96511,,78594,0,85,999,0,0,1,60,49,55,0,1,0,0,0.0,12.579999923706055,1314.6600341796875,-47.040000915527344,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
100000,,62100,0,50,999,0,0,0,10,0,0,0,1,0,0,0.0,-181.36000061035156,21.260000228881836,136.3800048828125,6120000,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
110000,,62300,0,60,999,0,0,0,11,0,0,0,1,0,0,0.0,-266.1400146484375,-21.8700008392334,-103.88999938964844,6311000,0,300,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
110001,,300,0,62,999,0,0,0,11,0,0,0,1,0,0,0.0,-266.1400146484375,-21.8700008392334,-103.88999938964844,11050,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
110500,,62185,0,9,999,0,0,0,11,0,0,1043610161,1,0,0,0.0,-232.9040069580078,-46.1619987487793,-117.13800048828125,9006,0,0,5000,0,1043610161,-1,5020,-1,-1,-1,-1,0,0,0,0,1,0,0
111000,,62820,0,0,999,0,0,0,60,35,32,0,1,0,0,0.0,-341.6700134277344,66.16000366210938,-47.779998779296875,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,1
111002,,0,0,0,999,0,0,0,11,10,0,0,0,0,0,0.0,-362.3399963378906,-34.66899871826172,-224.39999389648438,11102,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
111003,,0,0,0,999,0,0,0,11,10,0,0,0,0,0,0.0,-362.3399963378906,-34.66899871826172,-224.39999389648438,11103,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
111004,,0,0,0,999,0,0,0,11,10,0,0,0,0,0,0.0,-362.3399963378906,-34.66899871826172,-224.39999389648438,11104,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
111005,,0,0,0,999,0,0,0,11,10,0,0,0,0,0,0.0,-362.3399963378906,-34.66899871826172,-224.39999389648438,11105,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
111006,,0,0,0,999,0,0,0,11,10,0,0,0,0,0,0.0,-362.3399963378906,-34.66899871826172,-224.39999389648438,11106,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
130000,,62700,0,59,999,0,0,0,13,0,0,0,1,0,0,0.0,76.41999816894531,-1.7100000381469727,276.07000732421875,13000,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
140000,,62200,0,51,999,0,0,0,14,0,0,0,1,0,0,0.0,41.25,50.02000045776367,-140.24000549316406,6220000,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
150000,,62550,0,55,999,0,0,0,15,0,0,0,1,0,0,0.0,55.130001068115234,552.3400268554688,164.6300048828125,6515500,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,1
150001,,62551,0,56,999,0,0,0,15,0,0,0,1,0,0,0.0,54.93000030517578,145.52000427246094,493.8699951171875,6515600,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,1
160000,,62360,0,58,999,0,0,0,60,36,53,0,1,0,0,0.0,11.890000343322754,978.9600219726562,84.83999633789062,6316000,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
180000,,62101,0,13,999,0,0,0,18,0,0,0,1,0,0,0.0,-88.4000015258789,11.930000305175781,43.86000061035156,18000,0,0,31180001,1039560051,0,5100,5110,5120,-1,-1,-1,0,0,0,0,1,0,1
180001,,62102,0,16,999,0,0,0,18,0,0,0,1,0,0,0.0,-115.69999694824219,3.940000057220459,12.140000343322754,18001,0,0,31180000,1039560050,0,5100,5110,5120,-1,-1,-1,0,0,0,0,1,0,1
200000,,62880,0,210,999,0,0,0,20,0,0,0,0,0,0,0.0,-29.979999542236328,5.110000133514404,39.849998474121094,6801000,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
200001,,62881,0,208,999,0,0,0,20,0,0,0,0,0,0,0.0,-32.25,77.22000122070312,264.5799865722656,6880800,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
200100,,62890,0,211,999,0,0,0,20,1,0,0,0,0,0,0.0,-181.22999572753906,6.190000057220459,-50.769996643066406,6941100,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
